,Trackname,Name,Album,Artist,Release Date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time Signature,Valence,Decade
43,7FXuCkl1kfxwS5icDjTwbM,Hard to Handle,Dock of the Bay Sessions,Otis Redding,2018-05-18,141000,63,0.573,0.666,0.55,1.84e-06,0.122,-8.672,0.0612,95.552,4,0.961,1960
44,4Dq749x2QP6OXTURJ9GGY8,The Tears Of A Clown,Make It Happen,Smokey Robinson & The Miracles,1967-08-29,181800,56,0.147,0.593,0.607,0.0,0.128,-9.886,0.0283,128.365,4,0.953,1960
45,6v4gV9s0pnwKbmF1yk5knO,Papa's Got A Brand New Bag,20 All-Time Greatest Hits!,James Brown,1991,125706,0,0.493,0.746,0.702,0.0398,0.0964,-8.099,0.0766,129.434,4,0.889,1960
46,7hbS99uuSAjqwFwcYgUdEV,Carrie Anne,20 Golden Greats,The Hollies,1978-07-01,175893,43,0.19,0.555,0.609,0.0,0.261,-9.407,0.0318,119.777,4,0.849,1960
47,0E59YEu2gtTp8MoEWV8KFk,Runaway (Rerecorded),#1 Hits Of The 60's,Various Artists,2009-09-30,147080,42,0.0893,0.712,0.819,2.96e-06,0.11,-6.826,0.0939,143.563,4,0.739,1960
48,0g6UcrVsACnRJyTGX6uSHu,Gimme Some Lovin' - Single Mix,Keep On Running,Various Artists,1991-01-01,173973,0,0.0126,0.493,0.688,0.256,0.38,-8.143,0.0321,147.403,4,0.533,1960
50,1hClDWPgajpLIFjLOkFuau,The Loco-Motion - Single Version,The Dimension Dolls,Various Artists,1963,148626,45,0.674,0.636,0.893,0.00143,0.176,-6.311,0.047,129.664,4,0.887,1960
51,3CQRcM0crUAiZUf1n51ecD,The Hippy Hippy Shake,The EMI Years - Best Of The Swinging Blue Jeans,The Swinging Blue Jeans,1992-05-18,106066,0,0.346,0.551,0.686,0.0,0.33,-11.969,0.0536,70.959,4,0.982,1960
52,3aCbwWCYCT3MJjZeUnlcp4,Baby I Need Your Loving,Four Tops,Four Tops,1965-01-01,166026,61,0.437,0.632,0.686,0.0,0.193,-6.116,0.0395,121.414,4,0.65,1960
53,0FlITClPKfKqQxVHzFD3iF,I Only Want To Be With You,Mad Men: A Musical Companion (1960-1965),Various Artists,2011-01-01,154946,0,0.236,0.582,0.818,0.0,0.253,-4.281,0.0332,132.946,4,0.954,1960
54,35hfuechuOqaW31ogdauO7,It's In The Kiss (The Shoop Shoop Song),No Place To Hide,Betty Everett,2010-12-07,129758,47,0.903,0.604,0.51,2.19e-05,0.71,-9.323,0.0544,124.012,4,0.916,1960
55,317IZhdCGvInrl3vcmxOlq,Shout,The EP Collection,Lulu,1996-11-07,172133,51,0.248,0.443,0.715,0.000541,0.459,-10.329,0.0372,143.655,4,0.872,1960
56,7EjyzZcbLxW7PaaLua9Ksb,Surfin' Bird,Full Metal Jacket (Original Motion Picture Soundtrack),Various Artists,1987-08-04,137133,54,0.0146,0.564,0.959,0.638,0.208,-13.125,0.0691,101.239,4,0.834,1960
58,0i7O5MtSTXvR4BEY7stpjF,Hang On Sloopy,Hang On Sloopy: The Best Of The McCoys,The McCoys,1995-06-06,231800,53,0.167,0.765,0.516,0.0,0.0723,-12.099,0.0334,115.248,4,0.936,1960
59,5uES1C2NgkdrNHiCwf9jRr,Baby Love,Where Did Our Love Go,The Supremes,1964-08-31,158040,64,0.76,0.595,0.643,0.0,0.538,-9.275,0.0365,135.633,4,0.73,1960
60,20wbR4HxNaR4gWjMLQvUp2,Last Train to Clarksville - Original Stereo Version; 2006 Remaster,The Monkees (Deluxe Edition),The Monkees,1966-10-10,164093,48,0.0305,0.239,0.618,0.0,0.721,-8.464,0.033,197.499,4,0.683,1960
61,32k7kVzz4SpmI7Q5xI856l,Dancing In The Street - Single Version,The Ultimate Collection: Martha Reeves & The Vandellas,Martha Reeves & The Vandellas,1998-01-01,160306,0,0.0405,0.561,0.883,0.0305,0.112,-1.737,0.0367,126.203,4,0.749,1960
62,63VN1yQ8RcKMUVX4KMRsBy,Get Down with It,Get Down With It!: The OKeh Sessions,Little Richard,1966,194640,41,0.569,0.547,0.806,0.000146,0.427,-8.947,0.0418,141.78,4,0.971,1960
63,3mNfU0psAm7h3s6Dn6i7SD,Walkin' Back to Happiness,Helen Shapiro,Helen Shapiro,1990-09-17,151293,47,0.775,0.663,0.542,0.0,0.222,-8.842,0.0825,97.581,4,0.799,1960
64,7cPPyMrSAQY7A686Cn9eUP,All My Loving - Remastered,With The Beatles (Remastered),The Beatles,1963-11-22,127853,1,0.207,0.416,0.563,0.0,0.343,-8.724,0.0298,77.56,4,0.9,1960
65,13jJu9zoXOQnqiLaJsg41K,Can't Take My Eyes Off You,Oldies 60's,Various Artists,2017-08-10,203680,39,0.508,0.581,0.78,1.07e-05,0.0799,-7.053,0.0567,123.711,4,0.561,1960
66,0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Bookends,Simon & Garfunkel,1968-04-03,244026,72,0.713,0.606,0.457,2.53e-05,0.0747,-14.035,0.0497,92.033,4,0.813,1960
67,4Px3eyuChcQdX1GXytgxF2,In the Midnight Hour,The Exciting Wilson Pickett,Wilson Pickett,1966,157160,36,0.12,0.75,0.444,3.69e-06,0.118,-8.63,0.0403,111.919,4,0.849,1960
68,6ImmlZj8ysK2jDnqqbKp60,"Hello Mary Lou, Goodbye Heart - Remastered",Rick Is 21,Ricky Nelson,1961-01-01,138546,55,0.502,0.602,0.633,0.0,0.0614,-9.756,0.0314,98.995,4,0.931,1960
69,3MIEsuQuZQeLSfD2EnM2BS,Luck Be A Lady,My Kind Of Broadway,Frank Sinatra,1965-11,314133,0,0.736,0.358,0.393,0.0,0.284,-13.575,0.0434,151.63,4,0.46,1960
70,0AZb6ryK8LsFcvY1jWHO61,"Sunshine, Lollipops And Rainbows",Lesley Gore Sings Of Mixed-Up Hearts,Lesley Gore,1963-11-01,96000,55,0.652,0.675,0.64,0.0,0.461,-8.742,0.0544,119.7,4,0.965,1960
71,2Fk411Ix3qnMG8t8Qa74ZX,She Loves You - Mono / Remastered,1 (Remastered),The Beatles,2000-11-13,140920,0,0.26,0.377,0.916,0.0,0.074,-3.199,0.0481,75.533,4,0.912,1960
72,23xk9Rf7oIHVUU1JvmXYFn,Mony Mony,Mony Mony,Tommy James & The Shondells,1968-01-01,174133,52,0.322,0.592,0.834,0.0,0.364,-11.565,0.0334,130.967,4,0.809,1960
73,6EAlFsajDK1PVgfhdJbS5Y,Something's Got A Hold On Me,Heart & Soul: A Retrospective,Etta James,2011-10-18,169746,61,0.786,0.471,0.585,0.0,0.811,-6.105,0.0822,150.719,4,0.655,1960
74,28E3Hw3po6GAA83aB9vHSz,Young Girl,Super Hits,Gary Puckett & The Union Gap,1968,191266,51,0.664,0.441,0.555,0.0,0.162,-8.227,0.034,119.426,4,0.462,1960
75,7cKeMrlyGpfOshlldqoILo,Rescue Me,Soul,Various Artists,2016-04-22,176426,0,0.573,0.733,0.579,2.11e-05,0.113,-8.442,0.033,122.729,4,0.963,1960
76,76ICmoJ4PcoMWoooaTxnQs,Land of 1000 Dances,The Exciting Wilson Pickett,Wilson Pickett,1966,146973,64,0.0128,0.618,0.588,0.0266,0.351,-11.624,0.0735,86.903,4,0.768,1960
77,6vcG9EgeqJUSmmF65lxUm6,One Fine Day,The Chiffons Absolutely The Best!,The Chiffons,2004-10-02,128199,60,0.488,0.251,0.868,7.34e-06,0.814,-2.685,0.128,177.13,4,0.599,1960
78,44Btht5msS0IQ7o2DZuFdu,If I Had a Hammer,Rhino Hi-Five: Trini Lopez,Trini Lopez,2005-12-20,179400,0,0.623,0.468,0.933,0.0,0.952,-8.937,0.0852,85.505,4,0.867,1960
79,5yfrc6CGOXxDWx3nGUDcNj,Stop! In The Name Of Love,More Hits By The Supremes - Expanded Edition,The Supremes,1965-07-23,172933,0,0.508,0.628,0.593,0.0,0.104,-7.515,0.0279,114.944,4,0.488,1960
80,1Dg4dFJr3HW7sbA7vPejre,Eight Days A Week - Remastered 2009,Beatles For Sale (Remastered),The Beatles,1964-12-04,163600,63,0.412,0.652,0.583,0.0,0.119,-7.811,0.038,138.134,4,0.744,1960
81,4TBBPZks71c60whhq0PgdP,(Your Love Keeps Lifting Me) Higher & Higher,The Ultimate Jackie Wilson,Jackie Wilson,2006,181066,62,0.176,0.631,0.69,0.0,0.121,-6.676,0.0531,94.574,4,0.938,1960
82,3TmnUIbelFiDzrhZqavHU0,Speedy Gonzales,Pat Boone's Greatest Hits (Reissue),Pat Boone,1962-08-01,153093,48,0.821,0.589,0.447,0.0,0.0999,-12.912,0.0748,146.845,4,0.789,1960
83,6jX5mso4x00c1EiNMrTU9U,Please Mr. Postman - Single Version / Mono,Please Mr. Postman,The Marvelettes,1961,148040,62,0.729,0.785,0.776,0.0,0.181,-5.259,0.0312,121.505,4,0.967,1960
84,3YJx77Xx8JSwEoxqrkQO5c,Knock on Wood,Knock On Wood,Eddie Floyd,1967,189840,61,0.277,0.864,0.346,0.00521,0.0514,-12.918,0.0365,105.164,4,0.964,1960
85,6YS9gh6dxp4rYKWk5jjBDC,Jambalaya (On The Bayou),Legends Of Rock n' Roll,Fats Domino,1962-01-01,146333,52,0.804,0.623,0.746,0.000116,0.262,-10.285,0.0454,75.353,4,0.965,1960
86,0DICNd5XQ1og9UeYzxoNFV,Baby (You've Got What It Takes),The Two Of Us,Dinah Washington,1960-07-05,165760,55,0.852,0.67,0.596,0.00203,0.653,-9.347,0.0627,133.396,4,0.813,1960
87,3ZxfehzRtB3oJcBuxWXFZQ,It's Your Thing,It's Our Thing,The Isley Brothers,1969-08-21,169293,57,0.0727,0.376,0.67,2.52e-06,0.0718,-9.273,0.0854,185.503,4,0.837,1960
88,7pQAq14Z73YUFMtxCyt0bG,Can't Buy Me Love - Remastered 2015,1 (Remastered),The Beatles,2000-11-13,131213,0,0.118,0.426,0.76,0.0,0.325,-4.082,0.0414,171.838,4,0.955,1960
89,47NBXLVNoAP6nzPOICYfid,Poetry In Motion,25 All-Time Greatest Hits,Johnny Tillotson,2001-04-02,154466,0,0.415,0.483,0.708,0.0,0.0904,-7.351,0.0328,135.247,4,0.879,1960
90,1UwriLz98ILbRhrtohTca1,The Wanderer,The Best Of Dion,Dion,2001-01-01,167160,54,0.193,0.623,0.48,0.0,0.11,-13.215,0.0392,114.436,4,0.842,1960
91,3ZpTyU4mF3PR9jLpFA3AAC,Ain't That A Kick In The Head,The Capitol Years,Dean Martin,1996-05-30,145800,53,0.458,0.661,0.311,0.0,0.233,-9.549,0.0701,132.008,4,0.702,1960
92,5q5q7yDHiVkBnaivsda4TN,Uptight (Everything's Alright),Up-Tight Everything's Alright,Stevie Wonder,1966-05-01,175066,56,0.0287,0.61,0.653,0.0,0.135,-9.956,0.0291,133.403,4,0.833,1960
93,7rGOWzo4evAQQ2FzrSKp0B,Tell Him - Single Version,Tell Him,The Exciters,2012-01-01,156160,49,0.445,0.708,0.616,0.0,0.299,-10.827,0.198,177.061,4,0.908,1960
94,0pvA063uNyGQFp7DNtmk0P,Sweet Soul Music,Rhino Hi-Five: Arthur Conley,Arthur Conley,2005-04-19,141066,3,0.104,0.59,0.659,6.56e-06,0.356,-9.669,0.0697,80.201,4,0.965,1960
95,5oeFEW0WGSGEdXMDKNI4z4,"You're Sixteen, You're Beautiful (And You're Mine)",Johnny Burnette's Hits And Other Favorites,Johnny Burnette,1962-06-07,119026,48,0.816,0.431,0.352,0.0,0.066,-11.673,0.0313,76.412,4,0.693,1960
96,06JokgprGDKrtZ1eP6z2CQ,Take Good Care Of My Baby,Take Good Care Of My Baby,Bobby Vee,1962-02-01,149800,55,0.761,0.487,0.441,0.0,0.15,-11.297,0.0722,82.707,4,0.604,1960
97,6YffUZJ2R06kyxyK6onezL,Ring of Fire,Ring Of Fire: The Best Of Johnny Cash,Johnny Cash,1963-08-06,158426,68,0.623,0.659,0.585,0.000213,0.348,-8.189,0.0288,104.111,4,0.784,1960
98,4ydSzWwxqtNdP4VPfQe8bf,A Rockin' Good Way (To Mess Around And Fall In Love),The Two Of Us,Dinah Washington,1960-07-05,148226,47,0.845,0.788,0.52,2.94e-05,0.178,-10.837,0.0528,130.224,4,0.96,1960
99,4kP69y3GKHi9tXckfgp4bK,For Once In My Life,For Once In My Life,Stevie Wonder,1968-12-01,169800,70,0.195,0.524,0.519,0.0,0.523,-11.903,0.043,110.121,4,0.847,1960
0,2VfvfFSVD1Ki0PH0Xd0jcv,You'll Never Walk Alone - Stereo; 1997 Remaster,How Do You Like It? [Mono And Stereo Version],Gerry & The Pacemakers,1963-10-01,164173,51,0.172,0.48,0.235,4.56e-06,0.234,-12.636,0.0318,113.33,3,0.295,1960
1,3SdTKo2uVsxFblQjpScoHy,Stand by Me,Don't Play That Song (Mono),Ben E. King,1962-08-20,180055,77,0.57,0.65,0.306,7.07e-06,0.0707,-9.443,0.0393,118.068,4,0.605,1960
2,0WVTQp3SOCuMr08jh1jweV,Bring It On Home to Me,The Man Who Invented Soul,Sam Cooke,2000-09-26,162533,62,0.778,0.523,0.402,0.0,0.432,-8.233,0.0305,70.863,4,0.675,1960
4,6yz8hKpO3s2byra8Et3w9x,Where Did Our Love Go - Stereo Version,Where Did Our Love Go: 40th Anniversary Edition,The Supremes,1964-08-31,151440,0,0.803,0.562,0.54,3.86e-06,0.106,-7.875,0.0365,134.676,4,0.793,1960
5,3aSWQJcWnnqgwYbAgidvlV,"I Can't Help Myself (Sugar Pie, Honey Bunch)",The Definitive Collection,Four Tops,2008-01-01,163680,58,0.204,0.686,0.714,0.0,0.0592,-4.809,0.0287,126.736,4,0.964,1960
7,6vcNJUWtUPB0hKC6VbZriY,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,San Francisco,Scott McKenzie,1967-07-16,178506,62,0.538,0.525,0.52,0.00569,0.111,-11.725,0.0271,112.554,4,0.523,1960
9,6PchKwjaU56tU8HcFYhuGv,Rescue Me - Single Version,Very Best Of,Fontella Bass,2006-01-01,170720,0,0.646,0.679,0.548,1.3e-05,0.103,-9.464,0.0314,122.691,4,0.964,1960
10,3XcuLPQb1LG13ZJEEa6wUI,Build Me Up Buttercup,Build Me Up Buttercup,The Foundations,1998,178533,0,0.361,0.657,0.423,0.0,0.31,-10.465,0.0308,133.612,4,0.842,1960
11,7oYTK1C0Clz6MZiETSpFTS,Will You Love Me Tomorrow,Tonight's The Night,The Shirelles,1961,162960,0,0.351,0.539,0.406,5.1e-06,0.161,-6.225,0.0261,135.923,4,0.376,1960
13,3iSws76HjaU7k49EqJVTfF,"Sugar, Sugar","The Very Best Of ""The Archies""",The Archies,2007-11-07,167186,62,0.466,0.736,0.871,0.0,0.108,-2.786,0.0278,122.395,4,0.967,1960
14,1GLmaPfulP0BrfijohQpN5,Don't Worry Baby - Remastered 2001,"Shut Down, Vol. 2 (Remastered)",The Beach Boys,1964-03-02,169933,62,0.0666,0.487,0.464,0.00531,0.105,-9.821,0.03,121.242,4,0.851,1960
15,1JO1xLtVc8mWhIoE3YaCL0,Happy Together,Happy Together,The Turtles,1967,176293,73,0.55,0.584,0.367,1.38e-05,0.0818,-9.638,0.0328,120.175,4,0.588,1960
16,63rva3TBizr6x1Yp5uwKfD,California Dreamin',If You Can Believe Your Eyes And Ears,The Mamas & The Papas,1966-03,157960,53,0.628,0.554,0.667,0.0,0.0486,-10.226,0.0342,112.749,4,0.597,1960
17,6sE53f6saWW6AwB5V8Z47U,Can't Help Falling In Love,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,Elvis Presley,2015-10-30,198600,0,0.87,0.0899,0.444,0.00548,0.192,-9.748,0.0375,67.232,4,0.136,1960
18,3NFScsiDPfCzKgQQUL0674,Ferry Cross the Mersey - Stereo; 1997 Remaster,Ferry Cross The Mersey [Mono And Stereo Version],Gerry & The Pacemakers,1965-02-01,143866,55,0.548,0.396,0.286,8.51e-06,0.122,-11.494,0.0283,105.289,4,0.605,1960
19,1MR7XamWS0XH6vZxeeRdE0,Take Good Care Of My Baby - 1990 Remastered,The Legendary Masters Series,Bobby Vee,2011-01-01,150866,49,0.698,0.491,0.431,0.0,0.124,-12.257,0.0609,82.445,4,0.661,1960
20,2duPMDrCtI7XmFK8P3bILq,L-O-V-E,The Extraordinary,Nat King Cole,2014-05-23,153040,0,0.746,0.576,0.246,4.91e-06,0.0662,-11.909,0.0557,78.58,4,0.636,1960
23,2sCf9tz6LHByczuVT7rqIx,Cry to Me,The Very Best of Solomon Burke,Solomon Burke,1998,154906,56,0.623,0.733,0.624,0.0,0.407,-9.849,0.0374,114.586,4,0.912,1960
25,6ek9SiEj5a65WIs2EV7qiM,Son Of A Preacher Man,Dusty In Memphis,Dusty Springfield,1969-03-31,148053,72,0.538,0.404,0.43,0.0,0.0802,-12.327,0.224,180.061,4,0.641,1960
26,6xi2kRGOrdLJNo4wFyaCis,Stay,Dirty Dancing,Various Artists,1987-07-10,94906,0,0.838,0.56,0.41,0.0,0.21,-13.739,0.0626,120.51,4,0.743,1960
29,0CmIALzGn4vHIHJG4n3Q4z,At Last - Single Version,At Last!,Etta James,1960,182400,0,0.721,0.168,0.326,0.0006,0.316,-9.981,0.0324,174.794,3,0.322,1960
31,0MKqeOVdZcUFGJvWpGCKbG,Come Together - Remastered,Abbey Road (Remastered),The Beatles,1969-09-26,259946,1,0.0302,0.533,0.376,0.248,0.0926,-11.913,0.0393,165.007,4,0.187,1960
32,5E1pngWasYW2Y6OjV6WMUs,You Don't Own Me,Lesley Gore Sings Of Mixed-Up Hearts,Lesley Gore,1963-11-01,150000,0,0.696,0.479,0.409,0.0,0.722,-10.059,0.0257,94.914,3,0.675,1960
33,6ft9PAgNOjmZ2kFVP7LGqb,Can't Take My Eyes off You,The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,2003-01-14,203240,67,0.566,0.575,0.764,1.07e-05,0.0692,-7.448,0.0746,123.821,4,0.536,1960
34,53UXqZaarqFPAFEy7dT1m1,The Locomotion,Playlist: The Best Of Little Eva,Little Eva,2016-03-18,139120,42,0.709,0.629,0.782,0.0215,0.304,-9.595,0.0574,128.973,4,0.736,1960
37,391TUcoPonqYykPkSZ5Z9U,Save the Last Dance for Me,Save the Last Dance for Me,The Drifters,1962,154960,61,0.614,0.54,0.53,0.0,0.198,-10.583,0.0361,143.453,4,0.896,1960
38,7jeOETwLUP84mPQzxlD5nh,Then He Kissed Me,Da Doo Ron Ron: The Very Best of The Crystals,The Crystals,2011-02-22,158853,57,0.7,0.431,0.678,6.37e-06,0.199,-7.945,0.0365,135.919,4,0.633,1960
39,7GHf8dQ2wA71wYOuRsQCZP,Rhythm of the Rain,Rhythm Of The Rain,The Cascades,1963,146360,59,0.627,0.659,0.66,0.000217,0.136,-8.337,0.0441,116.634,4,0.672,1960
40,2SWBfqj1FrS8t8z56G55rP,I Got You Babe,The Beat Goes On: Best Of,Sonny & Cher,1991-11-05,193840,56,0.246,0.621,0.708,2e-06,0.143,-9.057,0.0259,110.533,3,0.624,1960
41,0p005IFxS4eFfXNk0m7jjM,I Second That Emotion,The 35th Anniversary Collection,Smokey Robinson & The Miracles,1994-01-01,161226,0,0.264,0.717,0.662,0.0,0.0276,-9.268,0.0319,96.899,4,0.867,1960
42,107Vckb6BgV7NI36jxWQJM,You've Really Got A Hold On Me,The Fabulous Miracles,The Miracles,1963-01-01,177706,0,0.718,0.679,0.441,0.0,0.22,-8.441,0.0293,118.444,3,0.566,1960
43,6Z5XZ8fjmWGbkdahOgreVe,What A Wonderful World,Hello Louis - The Hit Years (1963-1969),Louis Armstrong,2010-01-01,137466,0,0.848,0.273,0.373,0.000241,0.188,-9.989,0.0341,77.591,4,0.147,1960
44,4eGHlplaq1ME8oetnTuFFf,Soul Man,Soul Men,Sam & Dave,1967,159000,64,0.263,0.79,0.41,0.00314,0.174,-13.241,0.0343,112.345,4,0.815,1960
45,1MA9StLzlFftLbuqOmoWij,Cathy's Clown,The Golden Hits of The Everly Brothers,The Everly Brothers,1962-06-01,144013,43,0.412,0.497,0.582,0.0,0.372,-8.961,0.0339,119.808,4,0.866,1960
46,5MautHWld06c5TWLB4aO3Z,In the Midnight Hour - 2006 Remaster; Single Version,The Definitive Wilson Pickett,Wilson Pickett,2007-04-02,148653,36,0.76,0.694,0.641,0.0,0.636,-7.223,0.059,111.849,4,0.869,1960
48,3no0tiiQldD3LnsxwVtnnk,You've Lost That Lovin' Feelin' - Single Version,You've Lost That Lovin' Feelin',The Righteous Brothers,1996-01-01,224000,45,0.569,0.357,0.389,0.0,0.099,-9.702,0.0269,94.211,4,0.324,1960
50,7arXVtGNJPa7aOHiKOeUsl,My Guy - Single Version,The Definitive Collection,Mary Wells,2008-01-01,171400,47,0.688,0.69,0.543,1.93e-06,0.162,-8.686,0.0463,126.459,4,0.927,1960
51,252YuUdUaC5OojaBU0H1CP,Come A Little Bit Closer,Come A Little Bit Closer: The Best Of Jay & The Americans,Jay & The Americans,1964,166666,61,0.52,0.636,0.684,0.0015,0.534,-9.302,0.057,132.509,4,0.881,1960
54,7utoClKnLShFg6u6dZ20gp,Breaking Up Is Hard to Do,Collections,Neil Sedaka,2003-03-29,136266,45,0.788,0.742,0.674,0.0,0.0698,-7.648,0.0354,116.53,4,0.964,1960
55,2Px4PrbPBMeWB1silbjI5H,(Today I Met) The Boy I'm Gonna Marry,The Sound Of Love: The Very Best Of Darlene Love,Darlene Love,2011,166053,48,0.54,0.355,0.703,0.0645,0.911,-5.847,0.0586,100.878,4,0.607,1960
56,3Rhxe6P1im82NFVkt9X2qZ,I'm Gonna Make You Love Me,Diana Ross & The Supremes Join The Temptations,Diana Ross & The Supremes,1968-11-08,187333,51,0.394,0.635,0.393,0.0,0.255,-11.894,0.0428,98.332,4,0.427,1960
58,0RFKuagqUgR4X8C1QneCCq,A Change Is Gonna Come,Ain't That Good News (Remastered),Sam Cooke,1964-03-01,191160,0,0.756,0.214,0.4,0.0,0.325,-10.042,0.0342,169.683,3,0.508,1960
60,20fHsQJ6sXz6EFN3VTPpOD,What A Man,Stax 50th Anniversary,Various Artists,2007-12-17,160546,40,0.37,0.583,0.751,0.0737,0.213,-6.317,0.0407,174.698,4,0.893,1960
61,0SMRck5oZi9hc16L6FuRF6,Chapel Of Love,Full Metal Jacket (Original Motion Picture Soundtrack),Various Artists,1987-08-04,167773,47,0.395,0.54,0.365,0.0,0.131,-13.56,0.0342,123.051,4,0.588,1960
62,7xsH4s0GwIQUhId1AtPVZv,How Sweet It Is (To Be Loved By You),How Sweet It Is To Be Loved By You,Marvin Gaye,1965-01-01,177773,0,0.312,0.667,0.493,3.45e-06,0.0797,-10.107,0.0361,109.788,4,0.961,1960
72,4Z92RMiyJpUrApZi3LtpJ6,Blackbird - Remastered,The Beatles (Remastered),The Beatles,1968-11-22,138386,1,0.754,0.686,0.127,1.41e-05,0.0573,-14.361,0.0342,93.699,4,0.372,1960
73,0gBFr7N2D1GfhkXIIepIGG,To Sir with Love,To Sir With Love,Lulu,1967-05-12,166693,46,0.361,0.546,0.399,3.18e-06,0.0995,-9.378,0.027,97.142,4,0.301,1960
74,2xZPpUIcajScKX99PH0fD9,Iko Iko,Chapel of Love,The Dixie Cups,1964,122344,0,0.413,0.918,0.489,0.000655,0.0795,-13.85,0.193,100.406,4,0.962,1960
75,3pL0x4IUqemNfzJPn5Hvbi,Soothe Me,The Best of Sam & Dave,Sam & Dave,1969,152333,50,0.395,0.746,0.334,0.00793,0.258,-13.418,0.13,126.099,4,0.68,1960
76,5eZ6igEpm6n3h2ygKP3Vq4,You're All I Need To Get By,You're All I Need,Marvin Gaye,1968-01-01,173866,0,0.113,0.519,0.43,0.0,0.0708,-10.982,0.0315,97.89,4,0.197,1960
78,2oZmMp5M6L0Rh7G84Um2tF,Chain of Fools,Lady Soul (With Bonus Selections),Aretha Franklin,1968-01-22,167066,61,0.221,0.721,0.567,0.0,0.465,-9.516,0.0389,116.643,4,0.914,1960
79,3CFx8SBSwY8Q1IplDTQ6kB,Spanish Eyes,Premium Gold Collection,Al Martino,1977-01-01,166866,43,0.359,0.515,0.49,4.56e-05,0.0875,-8.565,0.0284,109.29,4,0.495,1960
0,1mFrjW8e8fuAOowlU3Q3Dr,Dedicated To The One I Love,Deliver,The Mamas & The Papas,1967-01-01,178733,59,0.814,0.396,0.452,0.0,0.192,-8.809,0.0326,103.264,4,0.307,1960
5,0SShdjTlefnYkLOqlVzGZH,You Can Count On Me,You Can Count On Me,Mel Carter,2022-04-21,196520,41,0.739,0.45,0.74,0.0,0.106,-3.716,0.0577,131.941,4,0.904,1960
6,4Y6pdMS2PwGshq1MYcJ9fC,I Will Follow You,For Your Sweet Love,Ricky Nelson,1963-01-01,146133,55,0.758,0.671,0.442,1.63e-05,0.108,-11.595,0.0332,120.774,4,0.749,1960
7,0CczH75yFBo53bVqLRvYn4,Till There Was You - Remastered,Latin Ala Lee,Peggy Lee,1960-01-04,151973,55,0.858,0.674,0.195,5.4e-05,0.324,-19.334,0.0341,100.101,4,0.594,1960
9,27hhIs2fp6w06N5zx4Eaa5,Dream A Little Dream Of Me,The Papas & The Mamas,The Mamas & The Papas,1968-05-01,194426,69,0.791,0.413,0.313,1.5e-06,0.0727,-13.138,0.0519,92.515,4,0.349,1960
12,2STy18bfCVP8v6aOu2CliZ,You Belong To Me,Sentimentally Yours,Patsy Cline,1962,183866,55,0.949,0.577,0.0725,0.0,0.121,-20.774,0.0345,109.22,3,0.326,1960
13,3s2inuLbQQZ7z1GJrdlQr6,Forever,Playboy,The Marvelettes,1962-01-01,141746,45,0.938,0.573,0.431,0.00995,0.17,-6.962,0.0292,174.661,3,0.722,1960
14,4yRPGDmtIWZjhIPcEvPxsF,Strangers In The Night,Strangers In The Night (Expanded Edition),Frank Sinatra,1966-05,157866,0,0.615,0.292,0.487,0.0,0.178,-8.239,0.0285,93.309,4,0.531,1960
15,1JguzruTnY4PrbWu7BKD38,Love Child,The Definitive Collection,Diana Ross & The Supremes,2008-09-28,175706,39,0.518,0.56,0.724,4.23e-05,0.308,-7.41,0.0306,104.705,4,0.636,1960
18,1hES47PrbU8GPTI5A9lsr0,I Never Loved a Man (The Way I Love You),I Never Loved a Man the Way I Love You,Aretha Franklin,1967-03-10,171773,55,0.367,0.657,0.371,0.0459,0.157,-9.186,0.0359,134.867,4,0.709,1960
19,4vH7AAArSCrfS9HwM7t6yb,Come Closer to Me,Spanish Harlem,Ben E. King,1961,155733,39,0.572,0.483,0.468,0.00059,0.435,-11.535,0.0289,105.88,4,0.794,1960
20,6e6Kxot9nHyZ4I8GgmGKII,Nothing Can Change This Love,Mr. Soul,Sam Cooke,1963-02,158680,59,0.769,0.373,0.301,0.0,0.0816,-11.843,0.0314,65.488,3,0.436,1960
21,1c7ELD4W6VyoKTglc4zzUH,Mad About The Boy,The Complete Dinah Washington On Mercury Vol. 2 (1950-1952),Dinah Washington,1987-01-01,182573,51,0.922,0.344,0.147,0.00019,0.0482,-10.3,0.0369,177.192,3,0.263,1960
22,6wceQSqQDvdcw0cMNKdp7s,I Love How You Love Me,I Love How You Love Me,Bobby Vinton,1968-11-25,150066,46,0.475,0.193,0.159,0.000159,0.172,-16.723,0.0317,152.783,3,0.24,1960
23,79Yk6AlSKi5dxDFINID2hS,Someday We'll Be Together,Cream Of The Crop,Diana Ross & The Supremes,1969-11-03,211666,53,0.14,0.678,0.535,2.17e-06,0.0596,-12.454,0.0329,107.041,4,0.795,1960
24,2erTdgDOZmjJNaNhjhWXhJ,('Til) I Kissed You,The Very Best of The Everly Brothers,The Everly Brothers,1964-08-01,146066,44,0.401,0.518,0.432,0.0,0.299,-11.689,0.0459,139.567,4,0.701,1960
